Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time,(REF) CH1 Voltage,(REF) CH1 Current,(REF) CH1 Time,(REF) CH2 Voltage,(REF) CH2 Current,(REF) CH2 Time
1,1,269,0.00000E+000,10.99800E-009,45.45848E+000,11.25600E+000,-7.91600E-006,45.45848E+000,0.00000E+000,10.99800E-009,45.45848E+000,11.25600E+000,-7.91600E-006,45.45848E+000
1,1,270,100.00000E-009,10.84480E-009,45.63282E+000,11.29800E+000,4.57000E-006,45.63282E+000,100.00000E-009,10.84480E-009,45.63282E+000,11.29800E+000,4.57000E-006,45.63282E+000
1,1,271,100.00000E-009,10.61830E-009,45.80105E+000,11.34000E+000,10.28300E-006,45.80105E+000,100.00000E-009,10.61830E-009,45.80105E+000,11.34000E+000,10.28300E-006,45.80105E+000
1,1,272,100.00000E-009,10.33690E-009,45.96931E+000,11.38200E+000,14.97600E-006,45.96931E+000,100.00000E-009,10.33690E-009,45.96931E+000,11.38200E+000,14.97600E-006,45.96931E+000
1,1,273,100.00000E-009,10.06000E-009,46.13778E+000,11.42400E+000,13.11000E-006,46.13778E+000,100.00000E-009,10.06000E-009,46.13778E+000,11.42400E+000,13.11000E-006,46.13778E+000
1,1,274,200.00000E-009,9.73280E-009,46.30601E+000,11.46600E+000,5.86300E-006,46.30601E+000,200.00000E-009,9.73280E-009,46.30601E+000,11.46600E+000,5.86300E-006,46.30601E+000
1,1,275,200.00000E-009,9.37100E-009,46.47425E+000,11.50800E+000,-2.18200E-006,46.47425E+000,200.00000E-009,9.37100E-009,46.47425E+000,11.50800E+000,-2.18200E-006,46.47425E+000
1,1,276,100.00000E-009,8.95650E-009,46.65048E+000,11.55000E+000,9.34100E-006,46.65048E+000,100.00000E-009,8.95650E-009,46.65048E+000,11.55000E+000,9.34100E-006,46.65048E+000
1,1,277,0.00000E+000,8.61480E-009,46.81872E+000,11.59200E+000,13.38000E-006,46.81872E+000,0.00000E+000,8.61480E-009,46.81872E+000,11.59200E+000,13.38000E-006,46.81872E+000
1,1,278,200.00000E-009,8.24860E-009,46.98696E+000,11.63400E+000,14.25200E-006,46.98696E+000,200.00000E-009,8.24860E-009,46.98696E+000,11.63400E+000,14.25200E-006,46.98696E+000
1,1,279,100.00000E-009,7.87630E-009,47.15614E+000,11.67600E+000,5.66800E-006,47.15614E+000,100.00000E-009,7.87630E-009,47.15614E+000,11.67600E+000,5.66800E-006,47.15614E+000
1,1,280,-2.10000E-006,7.50590E-009,47.32437E+000,11.71800E+000,-2.34300E-006,47.32437E+000,-2.10000E-006,7.50590E-009,47.32437E+000,11.71800E+000,-2.34300E-006,47.32437E+000
1,1,281,200.00000E-009,7.10470E-009,47.49261E+000,11.76000E+000,-9.22700E-006,47.49261E+000,200.00000E-009,7.10470E-009,47.49261E+000,11.76000E+000,-9.22700E-006,47.49261E+000
1,1,282,100.00000E-009,6.75350E-009,47.66465E+000,11.80200E+000,-4.49100E-006,47.66465E+000,100.00000E-009,6.75350E-009,47.66465E+000,11.80200E+000,-4.49100E-006,47.66465E+000
1,1,283,100.00000E-009,6.39980E-009,47.83287E+000,11.84390E+000,3.58600E-006,47.83287E+000,100.00000E-009,6.39980E-009,47.83287E+000,11.84390E+000,3.58600E-006,47.83287E+000
1,1,284,200.00000E-009,6.03100E-009,48.00111E+000,11.88600E+000,9.95100E-006,48.00111E+000,200.00000E-009,6.03100E-009,48.00111E+000,11.88600E+000,9.95100E-006,48.00111E+000
1,1,285,200.00000E-009,5.65650E-009,48.16940E+000,11.92800E+000,14.26600E-006,48.16940E+000,200.00000E-009,5.65650E-009,48.16940E+000,11.92800E+000,14.26600E-006,48.16940E+000
1,1,286,200.00000E-009,5.29300E-009,48.33763E+000,11.97000E+000,13.96600E-006,48.33763E+000,200.00000E-009,5.29300E-009,48.33763E+000,11.97000E+000,13.96600E-006,48.33763E+000
1,1,287,200.00000E-009,4.91650E-009,48.50585E+000,12.01200E+000,8.03600E-006,48.50585E+000,200.00000E-009,4.91650E-009,48.50585E+000,12.01200E+000,8.03600E-006,48.50585E+000
1,1,288,200.00000E-009,4.52610E-009,48.67412E+000,12.05400E+000,344.00000E-009,48.67412E+000,200.00000E-009,4.52610E-009,48.67412E+000,12.05400E+000,344.00000E-009,48.67412E+000
1,1,289,100.00000E-009,4.21840E-009,48.84236E+000,12.09600E+000,-8.47000E-006,48.84236E+000,100.00000E-009,4.21840E-009,48.84236E+000,12.09600E+000,-8.47000E-006,48.84236E+000
1,1,290,100.00000E-009,3.90450E-009,49.01059E+000,12.13800E+000,-12.63400E-006,49.01059E+000,100.00000E-009,3.90450E-009,49.01059E+000,12.13800E+000,-12.63400E-006,49.01059E+000
1,1,291,100.00000E-009,3.61080E-009,49.17887E+000,12.18000E+000,-13.77600E-006,49.17887E+000,100.00000E-009,3.61080E-009,49.17887E+000,12.18000E+000,-13.77600E-006,49.17887E+000
1,1,292,100.00000E-009,3.33930E-009,49.34712E+000,12.22200E+000,-9.50400E-006,49.34712E+000,100.00000E-009,3.33930E-009,49.34712E+000,12.22200E+000,-9.50400E-006,49.34712E+000
1,1,293,100.00000E-009,3.10470E-009,49.51535E+000,12.26400E+000,-2.55000E-006,49.51535E+000,100.00000E-009,3.10470E-009,49.51535E+000,12.26400E+000,-2.55000E-006,49.51535E+000
1,1,294,100.00000E-009,2.88460E-009,49.68362E+000,12.30600E+000,6.26900E-006,49.68362E+000,100.00000E-009,2.88460E-009,49.68362E+000,12.30600E+000,6.26900E-006,49.68362E+000
1,1,295,200.00000E-009,2.68660E-009,49.85186E+000,12.34800E+000,11.41300E-006,49.85186E+000,200.00000E-009,2.68660E-009,49.85186E+000,12.34800E+000,11.41300E-006,49.85186E+000
1,1,296,100.00000E-009,2.49830E-009,50.02019E+000,12.39000E+000,14.91900E-006,50.02019E+000,100.00000E-009,2.49830E-009,50.02019E+000,12.39000E+000,14.91900E-006,50.02019E+000
1,1,297,100.00000E-009,2.33030E-009,50.18845E+000,12.43200E+000,12.80300E-006,50.18845E+000,100.00000E-009,2.33030E-009,50.18845E+000,12.43200E+000,12.80300E-006,50.18845E+000
1,1,298,100.00000E-009,2.17880E-009,50.35667E+000,12.47400E+000,5.42300E-006,50.35667E+000,100.00000E-009,2.17880E-009,50.35667E+000,12.47400E+000,5.42300E-006,50.35667E+000
1,1,299,100.00000E-009,2.03980E-009,50.52491E+000,12.51600E+000,-2.61400E-006,50.52491E+000,100.00000E-009,2.03980E-009,50.52491E+000,12.51600E+000,-2.61400E-006,50.52491E+000
1,1,300,100.00000E-009,1.91870E-009,50.69318E+000,12.55800E+000,-9.07700E-006,50.69318E+000,100.00000E-009,1.91870E-009,50.69318E+000,12.55800E+000,-9.07700E-006,50.69318E+000
1,1,301,100.00000E-009,1.81070E-009,50.86142E+000,12.60000E+000,-13.29700E-006,50.86142E+000,100.00000E-009,1.81070E-009,50.86142E+000,12.60000E+000,-13.29700E-006,50.86142E+000
1,1,302,0.00000E+000,1.72070E-009,51.02981E+000,12.64200E+000,-13.45700E-006,51.02981E+000,0.00000E+000,1.72070E-009,51.02981E+000,12.64200E+000,-13.45700E-006,51.02981E+000
1,1,303,0.00000E+000,1.65610E-009,51.19812E+000,12.68400E+000,-6.29200E-006,51.19812E+000,0.00000E+000,1.65610E-009,51.19812E+000,12.68400E+000,-6.29200E-006,51.19812E+000
1,1,304,0.00000E+000,1.59040E-009,51.36636E+000,12.72590E+000,1.36100E-006,51.36636E+000,0.00000E+000,1.59040E-009,51.36636E+000,12.72590E+000,1.36100E-006,51.36636E+000
1,1,305,0.00000E+000,1.56810E-009,51.53473E+000,12.76800E+000,9.68900E-006,51.53473E+000,0.00000E+000,1.56810E-009,51.53473E+000,12.76800E+000,9.68900E-006,51.53473E+000
1,1,306,0.00000E+000,1.53890E-009,51.70300E+000,12.81000E+000,13.61700E-006,51.70300E+000,0.00000E+000,1.53890E-009,51.70300E+000,12.81000E+000,13.61700E-006,51.70300E+000
1,1,307,100.00000E-009,1.46710E-009,51.87122E+000,12.85200E+000,13.65700E-006,51.87122E+000,100.00000E-009,1.46710E-009,51.87122E+000,12.85200E+000,13.65700E-006,51.87122E+000
1,1,308,0.00000E+000,1.56090E-009,52.03947E+000,12.89400E+000,9.26400E-006,52.03947E+000,0.00000E+000,1.56090E-009,52.03947E+000,12.89400E+000,9.26400E-006,52.03947E+000
1,1,309,0.00000E+000,1.53900E-009,52.20774E+000,12.93600E+000,2.09300E-006,52.20774E+000,0.00000E+000,1.53900E-009,52.20774E+000,12.93600E+000,2.09300E-006,52.20774E+000
1,1,310,0.00000E+000,1.54610E-009,52.37597E+000,12.97800E+000,-7.14200E-006,52.37597E+000,0.00000E+000,1.54610E-009,52.37597E+000,12.97800E+000,-7.14200E-006,52.37597E+000
1,1,311,0.00000E+000,1.55610E-009,52.54421E+000,13.02000E+000,-11.76500E-006,52.54421E+000,0.00000E+000,1.55610E-009,52.54421E+000,13.02000E+000,-11.76500E-006,52.54421E+000
1,1,312,0.00000E+000,1.57530E-009,52.71248E+000,13.06200E+000,-14.24300E-006,52.71248E+000,0.00000E+000,1.57530E-009,52.71248E+000,13.06200E+000,-14.24300E-006,52.71248E+000
1,1,313,0.00000E+000,1.60360E-009,52.88074E+000,13.10400E+000,-11.52000E-006,52.88074E+000,0.00000E+000,1.60360E-009,52.88074E+000,13.10400E+000,-11.52000E-006,52.88074E+000
1,1,314,0.00000E+000,1.62450E-009,53.04899E+000,13.14600E+000,-3.54200E-006,53.04899E+000,0.00000E+000,1.62450E-009,53.04899E+000,13.14600E+000,-3.54200E-006,53.04899E+000
1,1,315,0.00000E+000,1.66500E-009,53.21724E+000,13.18800E+000,4.66100E-006,53.21724E+000,0.00000E+000,1.66500E-009,53.21724E+000,13.18800E+000,4.66100E-006,53.21724E+000
1,1,316,0.00000E+000,1.70040E-009,53.38549E+000,13.23000E+000,10.35300E-006,53.38549E+000,0.00000E+000,1.70040E-009,53.38549E+000,13.23000E+000,10.35300E-006,53.38549E+000
1,1,317,0.00000E+000,1.77160E-009,53.55378E+000,13.27200E+000,15.10000E-006,53.55378E+000,0.00000E+000,1.77160E-009,53.55378E+000,13.27200E+000,15.10000E-006,53.55378E+000
1,1,318,-2.10000E-006,1.96760E-009,53.72204E+000,13.31400E+000,13.66200E-006,53.72204E+000,-2.10000E-006,1.96760E-009,53.72204E+000,13.31400E+000,13.66200E-006,53.72204E+000
1,1,319,1.30000E-006,2.02270E-009,53.89030E+000,13.35600E+000,6.89400E-006,53.89030E+000,1.30000E-006,2.02270E-009,53.89030E+000,13.35600E+000,6.89400E-006,53.89030E+000
1,1,320,0.00000E+000,1.98210E-009,54.05855E+000,13.39800E+000,-1.23800E-006,54.05855E+000,0.00000E+000,1.98210E-009,54.05855E+000,13.39800E+000,-1.23800E-006,54.05855E+000
1,1,321,0.00000E+000,2.06590E-009,54.22681E+000,13.44000E+000,-8.94800E-006,54.22681E+000,0.00000E+000,2.06590E-009,54.22681E+000,13.44000E+000,-8.94800E-006,54.22681E+000
1,1,322,0.00000E+000,2.17430E-009,54.39505E+000,13.48200E+000,-12.84700E-006,54.39505E+000,0.00000E+000,2.17430E-009,54.39505E+000,13.48200E+000,-12.84700E-006,54.39505E+000
1,1,323,0.00000E+000,2.28980E-009,54.56326E+000,13.52400E+000,-13.15600E-006,54.56326E+000,0.00000E+000,2.28980E-009,54.56326E+000,13.52400E+000,-13.15600E-006,54.56326E+000
1,1,324,0.00000E+000,2.38910E-009,54.73153E+000,13.56600E+000,-8.65000E-006,54.73153E+000,0.00000E+000,2.38910E-009,54.73153E+000,13.56600E+000,-8.65000E-006,54.73153E+000
1,1,325,0.00000E+000,2.49840E-009,54.89975E+000,13.60800E+000,-1.71400E-006,54.89975E+000,0.00000E+000,2.49840E-009,54.89975E+000,13.60800E+000,-1.71400E-006,54.89975E+000
1,1,326,0.00000E+000,2.60400E-009,55.06800E+000,13.65000E+000,7.62300E-006,55.06800E+000,0.00000E+000,2.60400E-009,55.06800E+000,13.65000E+000,7.62300E-006,55.06800E+000
1,1,327,0.00000E+000,2.70520E-009,55.23626E+000,13.69200E+000,12.45100E-006,55.23626E+000,0.00000E+000,2.70520E-009,55.23626E+000,13.69200E+000,12.45100E-006,55.23626E+000
1,1,328,0.00000E+000,2.82650E-009,55.40452E+000,13.73400E+000,14.92500E-006,55.40452E+000,0.00000E+000,2.82650E-009,55.40452E+000,13.73400E+000,14.92500E-006,55.40452E+000
1,1,329,0.00000E+000,2.93480E-009,55.57281E+000,13.77600E+000,12.08300E-006,55.57281E+000,0.00000E+000,2.93480E-009,55.57281E+000,13.77600E+000,12.08300E-006,55.57281E+000
1,1,330,0.00000E+000,3.06430E-009,55.74119E+000,13.81800E+000,3.81100E-006,55.74119E+000,0.00000E+000,3.06430E-009,55.74119E+000,13.81800E+000,3.81100E-006,55.74119E+000
1,1,331,0.00000E+000,3.19130E-009,55.90944E+000,13.86000E+000,-4.55000E-006,55.90944E+000,0.00000E+000,3.19130E-009,55.90944E+000,13.86000E+000,-4.55000E-006,55.90944E+000
1,1,332,0.00000E+000,3.31680E-009,56.07769E+000,13.90200E+000,-10.20400E-006,56.07769E+000,0.00000E+000,3.31680E-009,56.07769E+000,13.90200E+000,-10.20400E-006,56.07769E+000
1,1,333,-100.00000E-009,3.46900E-009,56.24594E+000,13.94400E+000,-14.58800E-006,56.24594E+000,-100.00000E-009,3.46900E-009,56.24594E+000,13.94400E+000,-14.58800E-006,56.24594E+000
1,1,334,0.00000E+000,3.61340E-009,56.41419E+000,13.98600E+000,-12.70000E-006,56.41419E+000,0.00000E+000,3.61340E-009,56.41419E+000,13.98600E+000,-12.70000E-006,56.41419E+000
1,1,335,0.00000E+000,3.77840E-009,56.58242E+000,14.02800E+000,-5.57100E-006,56.58242E+000,0.00000E+000,3.77840E-009,56.58242E+000,14.02800E+000,-5.57100E-006,56.58242E+000
1,1,336,-100.00000E-009,3.93540E-009,56.75066E+000,14.07000E+000,2.37300E-006,56.75066E+000,-100.00000E-009,3.93540E-009,56.75066E+000,14.07000E+000,2.37300E-006,56.75066E+000
1,1,337,0.00000E+000,4.11500E-009,56.91892E+000,14.11200E+000,9.79500E-006,56.91892E+000,0.00000E+000,4.11500E-009,56.91892E+000,14.11200E+000,9.79500E-006,56.91892E+000
1,1,338,-100.00000E-009,4.28140E-009,57.08715E+000,14.15400E+000,13.63500E-006,57.08715E+000,-100.00000E-009,4.28140E-009,57.08715E+000,14.15400E+000,13.63500E-006,57.08715E+000
1,1,339,-100.00000E-009,4.45390E-009,57.25540E+000,14.19600E+000,13.80500E-006,57.25540E+000,-100.00000E-009,4.45390E-009,57.25540E+000,14.19600E+000,13.80500E-006,57.25540E+000
1,1,340,-100.00000E-009,4.62860E-009,57.42365E+000,14.23800E+000,9.21600E-006,57.42365E+000,-100.00000E-009,4.62860E-009,57.42365E+000,14.23800E+000,9.21600E-006,57.42365E+000
1,1,341,0.00000E+000,4.80400E-009,57.59192E+000,14.28000E+000,1.80000E-006,57.59192E+000,0.00000E+000,4.80400E-009,57.59192E+000,14.28000E+000,1.80000E-006,57.59192E+000
1,1,342,-100.00000E-009,4.97830E-009,57.76018E+000,14.32200E+000,-7.55700E-006,57.76018E+000,-100.00000E-009,4.97830E-009,57.76018E+000,14.32200E+000,-7.55700E-006,57.76018E+000
1,1,343,0.00000E+000,5.16790E-009,57.92978E+000,14.36400E+000,-14.23900E-006,57.92978E+000,0.00000E+000,5.16790E-009,57.92978E+000,14.36400E+000,-14.23900E-006,57.92978E+000
1,1,344,0.00000E+000,5.36870E-009,58.09803E+000,14.40600E+000,-12.02900E-006,58.09803E+000,0.00000E+000,5.36870E-009,58.09803E+000,14.40600E+000,-12.02900E-006,58.09803E+000
1,1,345,-100.00000E-009,5.56720E-009,58.26631E+000,14.44800E+000,-4.02000E-006,58.26631E+000,-100.00000E-009,5.56720E-009,58.26631E+000,14.44800E+000,-4.02000E-006,58.26631E+000
1,1,346,-100.00000E-009,5.76480E-009,58.43455E+000,14.49000E+000,4.11500E-006,58.43455E+000,-100.00000E-009,5.76480E-009,58.43455E+000,14.49000E+000,4.11500E-006,58.43455E+000
1,1,347,-100.00000E-009,5.97220E-009,58.60277E+000,14.53200E+000,10.08300E-006,58.60277E+000,-100.00000E-009,5.97220E-009,58.60277E+000,14.53200E+000,10.08300E-006,58.60277E+000
1,1,348,-100.00000E-009,6.17480E-009,58.77104E+000,14.57400E+000,14.69700E-006,58.77104E+000,-100.00000E-009,6.17480E-009,58.77104E+000,14.57400E+000,14.69700E-006,58.77104E+000
1,1,349,-100.00000E-009,6.38240E-009,58.93941E+000,14.61600E+000,13.45800E-006,58.93941E+000,-100.00000E-009,6.38240E-009,58.93941E+000,14.61600E+000,13.45800E-006,58.93941E+000
1,1,350,-100.00000E-009,6.60610E-009,59.10765E+000,14.65800E+000,6.94500E-006,59.10765E+000,-100.00000E-009,6.60610E-009,59.10765E+000,14.65800E+000,6.94500E-006,59.10765E+000
1,1,351,-100.00000E-009,6.82200E-009,59.27594E+000,14.70000E+000,-1.21900E-006,59.27594E+000,-100.00000E-009,6.82200E-009,59.27594E+000,14.70000E+000,-1.21900E-006,59.27594E+000
1,1,352,-100.00000E-009,7.04600E-009,59.44418E+000,14.74200E+000,-8.87100E-006,59.44418E+000,-100.00000E-009,7.04600E-009,59.44418E+000,14.74200E+000,-8.87100E-006,59.44418E+000
1,1,353,-100.00000E-009,7.27490E-009,59.61247E+000,14.78400E+000,-12.91300E-006,59.61247E+000,-100.00000E-009,7.27490E-009,59.61247E+000,14.78400E+000,-12.91300E-006,59.61247E+000
1,1,354,-100.00000E-009,7.48750E-009,59.78076E+000,14.82600E+000,-13.14500E-006,59.78076E+000,-100.00000E-009,7.48750E-009,59.78076E+000,14.82600E+000,-13.14500E-006,59.78076E+000
1,1,355,-100.00000E-009,7.73570E-009,59.94899E+000,14.86800E+000,-8.45500E-006,59.94899E+000,-100.00000E-009,7.73570E-009,59.94899E+000,14.86800E+000,-8.45500E-006,59.94899E+000
1,1,356,-100.00000E-009,7.95540E-009,60.11726E+000,14.91000E+000,-1.06600E-006,60.11726E+000,-100.00000E-009,7.95540E-009,60.11726E+000,14.91000E+000,-1.06600E-006,60.11726E+000
1,1,357,-100.00000E-009,8.19460E-009,60.28554E+000,14.95200E+000,8.57400E-006,60.28554E+000,-100.00000E-009,8.19460E-009,60.28554E+000,14.95200E+000,8.57400E-006,60.28554E+000
1,1,358,0.00000E+000,8.43410E-009,60.45376E+000,14.99400E+000,12.83700E-006,60.45376E+000,0.00000E+000,8.43410E-009,60.45376E+000,14.99400E+000,12.83700E-006,60.45376E+000
1,1,359,-100.00000E-009,8.66240E-009,60.62201E+000,15.03600E+000,14.84000E-006,60.62201E+000,-100.00000E-009,8.66240E-009,60.62201E+000,15.03600E+000,14.84000E-006,60.62201E+000
1,1,360,-100.00000E-009,8.90190E-009,60.79044E+000,15.07800E+000,10.54400E-006,60.79044E+000,-100.00000E-009,8.90190E-009,60.79044E+000,15.07800E+000,10.54400E-006,60.79044E+000
1,1,361,-100.00000E-009,9.16000E-009,60.95866E+000,15.12000E+000,3.44600E-006,60.95866E+000,-100.00000E-009,9.16000E-009,60.95866E+000,15.12000E+000,3.44600E-006,60.95866E+000
1,1,362,-100.00000E-009,9.41280E-009,61.12691E+000,15.16200E+000,-5.20500E-006,61.12691E+000,-100.00000E-009,9.41280E-009,61.12691E+000,15.16200E+000,-5.20500E-006,61.12691E+000
1,1,363,-100.00000E-009,9.66700E-009,61.29518E+000,15.20400E+000,-10.75200E-006,61.29518E+000,-100.00000E-009,9.66700E-009,61.29518E+000,15.20400E+000,-10.75200E-006,61.29518E+000
1,1,364,-100.00000E-009,9.91850E-009,61.46341E+000,15.24600E+000,-14.51900E-006,61.46341E+000,-100.00000E-009,9.91850E-009,61.46341E+000,15.24600E+000,-14.51900E-006,61.46341E+000
1,1,365,-9.40000E-006,10.05330E-009,61.63178E+000,15.28800E+000,-12.18400E-006,61.63178E+000,-9.40000E-006,10.05330E-009,61.63178E+000,15.28800E+000,-12.18400E-006,61.63178E+000
1,1,366,-5.20000E-006,10.26810E-009,61.80004E+000,15.33000E+000,-4.48300E-006,61.80004E+000,-5.20000E-006,10.26810E-009,61.80004E+000,15.33000E+000,-4.48300E-006,61.80004E+000
1,1,367,-100.00000E-009,10.63230E-009,61.96828E+000,15.37200E+000,3.66200E-006,61.96828E+000,-100.00000E-009,10.63230E-009,61.96828E+000,15.37200E+000,3.66200E-006,61.96828E+000
1,1,368,-100.00000E-009,10.94500E-009,62.13652E+000,15.41400E+000,10.03100E-006,62.13652E+000,-100.00000E-009,10.94500E-009,62.13652E+000,15.41400E+000,10.03100E-006,62.13652E+000
1,1,369,-100.00000E-009,11.21070E-009,62.30479E+000,15.45600E+000,14.22300E-006,62.30479E+000,-100.00000E-009,11.21070E-009,62.30479E+000,15.45600E+000,14.22300E-006,62.30479E+000
1,1,370,0.00000E+000,11.46650E-009,62.47303E+000,15.49800E+000,14.07800E-006,62.47303E+000,0.00000E+000,11.46650E-009,62.47303E+000,15.49800E+000,14.07800E-006,62.47303E+000
1,1,371,-100.00000E-009,11.71450E-009,62.64136E+000,15.54000E+000,7.56500E-006,62.64136E+000,-100.00000E-009,11.71450E-009,62.64136E+000,15.54000E+000,7.56500E-006,62.64136E+000
1,1,372,-100.00000E-009,11.96290E-009,62.80962E+000,15.58200E+000,-281.00000E-009,62.80962E+000,-100.00000E-009,11.96290E-009,62.80962E+000,15.58200E+000,-281.00000E-009,62.80962E+000
1,1,373,-100.00000E-009,12.21390E-009,62.97786E+000,15.62400E+000,-8.67800E-006,62.97786E+000,-100.00000E-009,12.21390E-009,62.97786E+000,15.62400E+000,-8.67800E-006,62.97786E+000
1,1,374,0.00000E+000,12.44560E-009,63.14609E+000,15.66600E+000,-12.75700E-006,63.14609E+000,0.00000E+000,12.44560E-009,63.14609E+000,15.66600E+000,-12.75700E-006,63.14609E+000
1,1,375,-100.00000E-009,12.66960E-009,63.31435E+000,15.70800E+000,-13.53500E-006,63.31435E+000,-100.00000E-009,12.66960E-009,63.31435E+000,15.70800E+000,-13.53500E-006,63.31435E+000
1,1,376,0.00000E+000,12.88870E-009,63.48259E+000,15.75000E+000,-9.10400E-006,63.48259E+000,0.00000E+000,12.88870E-009,63.48259E+000,15.75000E+000,-9.10400E-006,63.48259E+000
1,1,377,0.00000E+000,13.07430E-009,63.65081E+000,15.79200E+000,-2.30600E-006,63.65081E+000,0.00000E+000,13.07430E-009,63.65081E+000,15.79200E+000,-2.30600E-006,63.65081E+000
1,1,378,0.00000E+000,13.25350E-009,63.81906E+000,15.83400E+000,6.95500E-006,63.81906E+000,0.00000E+000,13.25350E-009,63.81906E+000,15.83400E+000,6.95500E-006,63.81906E+000
1,1,379,0.00000E+000,13.41890E-009,63.98731E+000,15.87600E+000,11.75300E-006,63.98731E+000,0.00000E+000,13.41890E-009,63.98731E+000,15.87600E+000,11.75300E-006,63.98731E+000
1,1,380,0.00000E+000,13.52010E-009,64.15555E+000,15.91800E+000,15.26400E-006,64.15555E+000,0.00000E+000,13.52010E-009,64.15555E+000,15.91800E+000,15.26400E-006,64.15555E+000
1,1,381,700.00000E-009,13.61500E-009,64.32382E+000,15.96000E+000,12.78400E-006,64.32382E+000,700.00000E-009,13.61500E-009,64.32382E+000,15.96000E+000,12.78400E-006,64.32382E+000
1,1,382,100.00000E-009,13.67580E-009,64.49205E+000,16.00200E+000,5.63800E-006,64.49205E+000,100.00000E-009,13.67580E-009,64.49205E+000,16.00200E+000,5.63800E-006,64.49205E+000
1,1,383,0.00000E+000,13.67100E-009,64.66026E+000,16.04400E+000,-2.48200E-006,64.66026E+000,0.00000E+000,13.67100E-009,64.66026E+000,16.04400E+000,-2.48200E-006,64.66026E+000
1,1,384,0.00000E+000,13.65530E-009,64.82852E+000,16.08600E+000,-9.23000E-006,64.82852E+000,0.00000E+000,13.65530E-009,64.82852E+000,16.08600E+000,-9.23000E-006,64.82852E+000
1,1,385,0.00000E+000,13.58840E-009,64.99677E+000,16.12800E+000,-13.02900E-006,64.99677E+000,0.00000E+000,13.58840E-009,64.99677E+000,16.12800E+000,-13.02900E-006,64.99677E+000
1,1,386,100.00000E-009,13.48120E-009,65.16515E+000,16.17000E+000,-13.34800E-006,65.16515E+000,100.00000E-009,13.48120E-009,65.16515E+000,16.17000E+000,-13.34800E-006,65.16515E+000
1,1,387,100.00000E-009,13.34620E-009,65.33345E+000,16.21200E+000,-6.42900E-006,65.33345E+000,100.00000E-009,13.34620E-009,65.33345E+000,16.21200E+000,-6.42900E-006,65.33345E+000
1,1,388,100.00000E-009,13.21240E-009,65.50170E+000,16.25400E+000,1.30800E-006,65.50170E+000,100.00000E-009,13.21240E-009,65.50170E+000,16.25400E+000,1.30800E-006,65.50170E+000
1,1,389,100.00000E-009,13.03650E-009,65.69573E+000,16.29600E+000,-10.38400E-006,65.69573E+000,100.00000E-009,13.03650E-009,65.69573E+000,16.29600E+000,-10.38400E-006,65.69573E+000
1,1,390,100.00000E-009,12.82950E-009,65.86397E+000,16.33800E+000,-14.71300E-006,65.86397E+000,100.00000E-009,12.82950E-009,65.86397E+000,16.33800E+000,-14.71300E-006,65.86397E+000
1,1,391,100.00000E-009,12.61500E-009,66.03222E+000,16.38000E+000,-12.59000E-006,66.03222E+000,100.00000E-009,12.61500E-009,66.03222E+000,16.38000E+000,-12.59000E-006,66.03222E+000
1,1,392,100.00000E-009,12.39350E-009,66.20744E+000,16.42200E+000,12.92800E-006,66.20744E+000,100.00000E-009,12.39350E-009,66.20744E+000,16.42200E+000,12.92800E-006,66.20744E+000
1,1,393,100.00000E-009,12.15360E-009,66.37569E+000,16.46400E+000,5.31500E-006,66.37569E+000,100.00000E-009,12.15360E-009,66.37569E+000,16.46400E+000,5.31500E-006,66.37569E+000
1,1,394,100.00000E-009,11.87920E-009,66.54393E+000,16.50600E+000,-2.82800E-006,66.54393E+000,100.00000E-009,11.87920E-009,66.54393E+000,16.50600E+000,-2.82800E-006,66.54393E+000
1,1,395,100.00000E-009,11.62480E-009,66.71220E+000,16.54800E+000,-9.22800E-006,66.71220E+000,100.00000E-009,11.62480E-009,66.71220E+000,16.54800E+000,-9.22800E-006,66.71220E+000
1,1,396,100.00000E-009,11.34890E-009,66.88044E+000,16.59000E+000,-13.40000E-006,66.88044E+000,100.00000E-009,11.34890E-009,66.88044E+000,16.59000E+000,-13.40000E-006,66.88044E+000
1,1,397,100.00000E-009,11.05510E-009,67.04869E+000,16.63200E+000,-13.36700E-006,67.04869E+000,100.00000E-009,11.05510E-009,67.04869E+000,16.63200E+000,-13.36700E-006,67.04869E+000
1,1,398,100.00000E-009,10.71960E-009,67.21729E+000,16.67400E+000,-5.30700E-006,67.21729E+000,100.00000E-009,10.71960E-009,67.21729E+000,16.67400E+000,-5.30700E-006,67.21729E+000
1,1,399,100.00000E-009,10.39180E-009,67.38553E+000,16.71600E+000,2.57300E-006,67.38553E+000,100.00000E-009,10.39180E-009,67.38553E+000,16.71600E+000,2.57300E-006,67.38553E+000
1,1,400,100.00000E-009,10.02720E-009,67.55380E+000,16.75800E+000,9.89600E-006,67.55380E+000,100.00000E-009,10.02720E-009,67.55380E+000,16.75800E+000,9.89600E-006,67.55380E+000
1,1,401,200.00000E-009,9.64900E-009,67.72207E+000,16.80000E+000,13.68900E-006,67.72207E+000,200.00000E-009,9.64900E-009,67.72207E+000,16.80000E+000,13.68900E-006,67.72207E+000
1,1,402,200.00000E-009,9.27360E-009,67.89029E+000,16.84200E+000,13.82100E-006,67.89029E+000,200.00000E-009,9.27360E-009,67.89029E+000,16.84200E+000,13.82100E-006,67.89029E+000
