Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-53.60000E-006,-16.10000E-012,10.31700E-003,0.00000E+000,8.93300E-006,10.31700E-003
1,1,2,-56.00000E-006,-15.00000E-012,178.93500E-003,42.00000E-003,13.55900E-006,178.93500E-003
1,1,3,-50.20000E-006,-8.80000E-012,347.28900E-003,84.00000E-003,13.65200E-006,347.28900E-003
1,1,4,-54.50000E-006,13.10000E-012,515.56100E-003,126.00000E-003,7.16800E-006,515.56100E-003
1,1,5,-55.10000E-006,-10.80000E-012,705.68900E-003,168.00000E-003,-13.71500E-006,705.68900E-003
1,1,6,-50.20000E-006,-13.10000E-012,873.94100E-003,210.00000E-003,-6.69800E-006,873.94100E-003
1,1,7,-54.80000E-006,-12.60000E-012,1.04219E+000,252.00000E-003,1.30500E-006,1.04219E+000
1,1,8,-53.60000E-006,-11.20000E-012,1.21648E+000,294.00000E-003,2.71600E-006,1.21648E+000
1,1,9,-51.40000E-006,-11.50000E-012,1.38473E+000,336.00000E-003,-6.41900E-006,1.38473E+000
1,1,10,-59.60000E-006,-13.20000E-012,1.55317E+000,378.00000E-003,-12.52100E-006,1.55317E+000
1,1,11,-56.40000E-006,-3.10000E-012,1.72143E+000,420.00000E-003,-14.55500E-006,1.72143E+000
1,1,12,-55.40000E-006,1.20000E-012,1.88968E+000,462.00000E-003,-11.01900E-006,1.88968E+000
1,1,13,-57.30000E-006,27.60000E-012,2.05793E+000,504.00000E-003,-3.18700E-006,2.05793E+000
1,1,14,-51.70000E-006,42.30000E-012,2.22620E+000,546.00000E-003,5.80900E-006,2.22620E+000
1,1,15,-52.60000E-006,15.10000E-012,2.39456E+000,588.00000E-003,11.58500E-006,2.39456E+000
1,1,16,-55.70000E-006,2.80000E-012,2.56284E+000,630.00000E-003,14.61200E-006,2.56284E+000
1,1,17,-50.00000E-006,-6.20000E-012,2.73138E+000,672.00000E-003,10.33600E-006,2.73138E+000
1,1,18,-53.30000E-006,-3.20000E-012,2.89962E+000,714.00000E-003,2.90200E-006,2.89962E+000
1,1,19,-55.20000E-006,-1.50000E-012,3.06786E+000,756.00000E-003,-6.10800E-006,3.06786E+000
1,1,20,-50.30000E-006,9.80000E-012,3.23612E+000,798.00000E-003,-11.39300E-006,3.23612E+000
1,1,21,-53.30000E-006,6.30000E-012,3.40436E+000,840.00000E-003,-14.57300E-006,3.40436E+000
1,1,22,-57.80000E-006,-19.60000E-012,3.57264E+000,882.00000E-003,-12.40600E-006,3.57264E+000
1,1,23,-53.60000E-006,-9.90000E-012,3.74090E+000,924.00000E-003,-4.13700E-006,3.74090E+000
