Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-46.50000E-006,-13.20000E-012,10.13900E-003,0.00000E+000,11.68100E-006,10.13900E-003
1,1,2,-51.70000E-006,-3.60000E-012,179.99100E-003,42.00000E-003,12.19100E-006,179.99100E-003
1,1,3,-47.30000E-006,-8.10000E-012,348.23700E-003,84.00000E-003,4.26400E-006,348.23700E-003
1,1,4,-50.20000E-006,-11.60000E-012,516.48500E-003,126.00000E-003,-4.44000E-006,516.48500E-003
1,1,5,-48.40000E-006,-3.00000E-012,708.05600E-003,168.00000E-003,4.19300E-006,708.05600E-003
1,1,6,-44.10000E-006,12.60000E-012,876.28500E-003,210.00000E-003,10.06000E-006,876.28500E-003
1,1,7,-47.80000E-006,28.30000E-012,1.04455E+000,252.00000E-003,14.98100E-006,1.04455E+000
1,1,8,-47.30000E-006,33.20000E-012,1.22162E+000,294.00000E-003,-11.44100E-006,1.22162E+000
1,1,9,-44.80000E-006,49.00000E-012,1.38988E+000,336.00000E-003,-3.48100E-006,1.38988E+000
1,1,10,-48.10000E-006,11.60000E-012,1.55810E+000,378.00000E-003,5.12000E-006,1.55810E+000
1,1,11,-46.10000E-006,-1.20000E-012,1.72636E+000,420.00000E-003,10.97400E-006,1.72636E+000
1,1,12,-44.80000E-006,-7.70000E-012,1.89462E+000,462.00000E-003,14.94100E-006,1.89462E+000
1,1,13,-48.60000E-006,-6.70000E-012,2.06353E+000,504.00000E-003,9.24600E-006,2.06353E+000
1,1,14,-44.50000E-006,53.30000E-012,2.23180E+000,546.00000E-003,1.96800E-006,2.23180E+000
1,1,15,-50.70000E-006,195.30000E-012,2.40004E+000,588.00000E-003,-7.47200E-006,2.40004E+000
1,1,16,-52.30000E-006,-14.60000E-012,2.56829E+000,630.00000E-003,-12.50400E-006,2.56829E+000
1,1,17,-46.50000E-006,-8.40000E-012,2.73657E+000,672.00000E-003,-14.62700E-006,2.73657E+000
1,1,18,-46.50000E-006,-10.90000E-012,2.90481E+000,714.00000E-003,-10.85700E-006,2.90481E+000
1,1,19,-49.10000E-006,-9.20000E-012,3.07304E+000,756.00000E-003,-3.22100E-006,3.07304E+000
1,1,20,-44.90000E-006,-17.60000E-012,3.24158E+000,798.00000E-003,7.44700E-006,3.24158E+000
1,1,21,-47.20000E-006,-37.40000E-012,3.40981E+000,840.00000E-003,12.30700E-006,3.40981E+000
1,1,22,-49.20000E-006,-31.30000E-012,3.57803E+000,882.00000E-003,14.47600E-006,3.57803E+000
1,1,23,-44.00000E-006,-12.80000E-012,3.74628E+000,924.00000E-003,11.61500E-006,3.74628E+000
1,1,24,-48.00000E-006,-14.10000E-012,3.91454E+000,966.00000E-003,3.69900E-006,3.91454E+000
1,1,25,-48.60000E-006,-14.40000E-012,4.08281E+000,1.00800E+000,-5.14500E-006,4.08281E+000
1,1,26,-44.80000E-006,-13.50000E-012,4.25106E+000,1.05000E+000,-10.93600E-006,4.25106E+000
1,1,27,-51.50000E-006,-11.10000E-012,4.41932E+000,1.09200E+000,-14.90700E-006,4.41932E+000
1,1,28,-51.30000E-006,-6.70000E-012,4.58760E+000,1.13400E+000,-12.58900E-006,4.58760E+000
1,1,29,-47.50000E-006,-8.90000E-012,4.75586E+000,1.17600E+000,-4.61800E-006,4.75586E+000
1,1,30,-48.20000E-006,-8.80000E-012,4.92411E+000,1.21790E+000,3.96600E-006,4.92411E+000
1,1,31,-47.40000E-006,-6.10000E-012,5.09241E+000,1.26000E+000,10.18000E-006,5.09241E+000
1,1,32,-44.70000E-006,-9.00000E-012,5.26073E+000,1.30200E+000,15.04400E-006,5.26073E+000
1,1,33,-48.90000E-006,-8.70000E-012,5.42896E+000,1.34400E+000,12.93300E-006,5.42896E+000
1,1,34,-46.10000E-006,-8.80000E-012,5.59726E+000,1.38600E+000,5.39200E-006,5.59726E+000
1,1,35,-45.40000E-006,-8.80000E-012,5.76555E+000,1.42800E+000,-3.26500E-006,5.76555E+000
1,1,36,-49.00000E-006,-8.60000E-012,5.93378E+000,1.47000E+000,-9.75500E-006,5.93378E+000
1,1,37,-45.70000E-006,-7.00000E-012,6.10208E+000,1.51200E+000,-14.45800E-006,6.10208E+000
