Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-50.40000E-006,-40.00000E-012,10.18100E-003,0.00000E+000,-9.31100E-006,10.18100E-003
1,1,2,-54.00000E-006,-24.50000E-012,178.75400E-003,42.00000E-003,78.00000E-009,178.75400E-003
1,1,3,-50.60000E-006,-31.70000E-012,346.99300E-003,84.00000E-003,9.22200E-006,346.99300E-003
1,1,4,-50.80000E-006,-30.00000E-012,515.28400E-003,126.00000E-003,13.36300E-006,515.28400E-003
1,1,5,-54.60000E-006,-12.00000E-012,706.08600E-003,168.00000E-003,-11.23600E-006,706.08600E-003
1,1,6,-49.70000E-006,13.50000E-012,874.32200E-003,210.00000E-003,-14.67100E-006,874.32200E-003
1,1,7,-52.00000E-006,-18.90000E-012,1.04258E+000,252.00000E-003,-12.34500E-006,1.04258E+000
1,1,8,-56.90000E-006,-23.90000E-012,1.22011E+000,294.00000E-003,-1.10900E-006,1.22011E+000
1,1,9,-51.90000E-006,-50.00000E-012,1.38836E+000,336.00000E-003,-9.33400E-006,1.38836E+000
1,1,10,-56.30000E-006,-13.10000E-012,1.55665E+000,378.00000E-003,-13.43300E-006,1.55665E+000
1,1,11,-56.90000E-006,-38.50000E-012,1.72492E+000,420.00000E-003,-13.84800E-006,1.72492E+000
1,1,12,-49.70000E-006,-30.70000E-012,1.89317E+000,462.00000E-003,-7.12400E-006,1.89317E+000
1,1,13,-52.80000E-006,-24.00000E-012,2.06142E+000,504.00000E-003,1.27800E-006,2.06142E+000
1,1,14,-53.90000E-006,-32.50000E-012,2.22970E+000,546.00000E-003,9.53600E-006,2.22970E+000
1,1,15,-48.60000E-006,-29.80000E-012,2.39796E+000,588.00000E-003,13.52800E-006,2.39796E+000
1,1,16,-53.30000E-006,-32.50000E-012,2.56623E+000,630.00000E-003,13.75600E-006,2.56623E+000
1,1,17,-53.60000E-006,-29.50000E-012,2.73451E+000,672.00000E-003,7.08400E-006,2.73451E+000
1,1,18,-49.00000E-006,-26.60000E-012,2.90277E+000,714.00000E-003,-1.48100E-006,2.90277E+000
1,1,19,-53.00000E-006,-25.50000E-012,3.07100E+000,756.00000E-003,-9.53700E-006,3.07100E+000
1,1,20,-53.80000E-006,-25.30000E-012,3.23926E+000,798.00000E-003,-13.54700E-006,3.23926E+000
1,1,21,-52.40000E-006,-24.00000E-012,3.40751E+000,840.00000E-003,-13.83700E-006,3.40751E+000
1,1,22,-57.60000E-006,-30.30000E-012,3.57576E+000,882.00000E-003,-7.02400E-006,3.57576E+000
1,1,23,-56.60000E-006,-27.50000E-012,3.74415E+000,924.00000E-003,2.21900E-006,3.74415E+000
1,1,24,-49.60000E-006,-15.50000E-012,3.91241E+000,966.00000E-003,9.41200E-006,3.91241E+000
1,1,25,-54.00000E-006,-27.20000E-012,4.08067E+000,1.00800E+000,14.08900E-006,4.08067E+000
1,1,26,-45.90000E-006,1.07620E-009,4.24892E+000,1.05000E+000,13.56500E-006,4.24892E+000
1,1,27,-56.30000E-006,-582.30000E-012,4.41718E+000,1.09200E+000,6.49800E-006,4.41718E+000
1,1,28,-55.00000E-006,-21.50000E-012,4.58547E+000,1.13400E+000,-2.36600E-006,4.58547E+000
1,1,29,-52.10000E-006,-23.80000E-012,4.75373E+000,1.17600E+000,-9.71600E-006,4.75373E+000
1,1,30,-49.80000E-006,-19.70000E-012,4.92197E+000,1.21800E+000,-14.07000E-006,4.92197E+000
1,1,31,-54.20000E-006,-25.60000E-012,5.09024E+000,1.26000E+000,-13.51000E-006,5.09024E+000
1,1,32,-51.50000E-006,-24.70000E-012,5.25859E+000,1.30200E+000,-5.68700E-006,5.25859E+000
1,1,33,-53.70000E-006,-19.00000E-012,5.42682E+000,1.34400E+000,2.77500E-006,5.42682E+000
1,1,34,-58.90000E-006,-17.00000E-012,5.59508E+000,1.38600E+000,9.77800E-006,5.59508E+000
1,1,35,-54.80000E-006,-19.50000E-012,5.76345E+000,1.42800E+000,14.83100E-006,5.76345E+000
1,1,36,-52.60000E-006,-16.00000E-012,5.93168E+000,1.47000E+000,13.02900E-006,5.93168E+000
1,1,37,-54.60000E-006,-13.90000E-012,6.10009E+000,1.51200E+000,4.85100E-006,6.10009E+000
1,1,38,-50.10000E-006,-16.80000E-012,6.26836E+000,1.55400E+000,-3.97200E-006,6.26836E+000
1,1,39,-51.20000E-006,-42.80000E-012,6.43660E+000,1.59600E+000,-10.17800E-006,6.43660E+000
1,1,40,-54.80000E-006,-16.80000E-012,6.60482E+000,1.63800E+000,-14.97800E-006,6.60482E+000
1,1,41,-49.90000E-006,-11.90000E-012,6.77309E+000,1.68000E+000,-12.90900E-006,6.77309E+000
1,1,42,-52.10000E-006,-14.90000E-012,6.94135E+000,1.72200E+000,-4.97300E-006,6.94135E+000
1,1,43,-54.20000E-006,-14.90000E-012,7.10959E+000,1.76400E+000,3.66400E-006,7.10959E+000
1,1,44,-49.60000E-006,1.60000E-012,7.27804E+000,1.80600E+000,10.69900E-006,7.27804E+000
1,1,45,-53.00000E-006,-10.00000E-012,7.44630E+000,1.84800E+000,14.89600E-006,7.44630E+000
1,1,46,-58.70000E-006,-10.30000E-012,7.61456E+000,1.89000E+000,12.57700E-006,7.61456E+000
1,1,47,-52.90000E-006,-7.30000E-012,7.78282E+000,1.93200E+000,4.38200E-006,7.78282E+000
1,1,48,-56.40000E-006,-24.40000E-012,7.95107E+000,1.97400E+000,-4.35900E-006,7.95107E+000
1,1,49,-54.80000E-006,-8.70000E-012,8.11935E+000,2.01600E+000,-10.59300E-006,8.11935E+000
1,1,50,-49.00000E-006,17.80000E-012,8.28759E+000,2.05800E+000,-14.99600E-006,8.28759E+000
1,1,51,-53.30000E-006,31.30000E-012,8.45585E+000,2.10000E+000,-12.64500E-006,8.45585E+000
1,1,52,-54.50000E-006,27.60000E-012,8.62414E+000,2.14200E+000,-4.25700E-006,8.62414E+000
1,1,53,-48.90000E-006,25.80000E-012,8.79242E+000,2.18400E+000,4.52500E-006,8.79242E+000
1,1,54,-53.40000E-006,17.80000E-012,8.96064E+000,2.22600E+000,10.52700E-006,8.96064E+000
1,1,55,-54.00000E-006,28.70000E-012,9.12892E+000,2.26800E+000,15.00900E-006,9.12892E+000
1,1,56,-48.50000E-006,24.20000E-012,9.29719E+000,2.31000E+000,12.56100E-006,9.29719E+000
1,1,57,-53.80000E-006,-10.60000E-012,9.46542E+000,2.35200E+000,4.73300E-006,9.46542E+000
1,1,58,-56.40000E-006,-21.90000E-012,9.63365E+000,2.39400E+000,-3.81700E-006,9.63365E+000
1,1,59,-53.30000E-006,19.70000E-012,9.80192E+000,2.43600E+000,-10.21400E-006,9.80192E+000
1,1,60,-57.80000E-006,-5.40000E-012,9.97017E+000,2.47800E+000,-15.03700E-006,9.97017E+000
1,1,61,-54.80000E-006,7.20000E-012,10.13842E+000,2.52000E+000,-12.81700E-006,10.13842E+000
1,1,62,-49.30000E-006,-19.10000E-012,10.30667E+000,2.56200E+000,-4.99600E-006,10.30667E+000
1,1,63,-53.90000E-006,-40.90000E-012,10.47492E+000,2.60400E+000,3.60400E-006,10.47492E+000
1,1,64,-52.70000E-006,61.40000E-012,10.64315E+000,2.64600E+000,9.98400E-006,10.64315E+000
1,1,65,-50.10000E-006,12.40000E-012,10.81140E+000,2.68800E+000,14.87000E-006,10.81140E+000
1,1,66,-54.40000E-006,-16.00000E-012,10.97962E+000,2.73000E+000,13.12200E-006,10.97962E+000
1,1,67,-51.80000E-006,10.80000E-012,11.14787E+000,2.77200E+000,5.80300E-006,11.14787E+000
1,1,68,-50.20000E-006,3.90000E-012,11.31614E+000,2.81400E+000,-2.81900E-006,11.31614E+000
1,1,69,-54.30000E-006,23.70000E-012,11.48436E+000,2.85600E+000,-9.72100E-006,11.48436E+000
1,1,70,-52.60000E-006,14.00000E-012,11.65264E+000,2.89800E+000,-14.44500E-006,11.65264E+000
1,1,71,-54.90000E-006,4.20000E-012,11.82092E+000,2.94000E+000,-13.29900E-006,11.82092E+000
1,1,72,-58.40000E-006,15.30000E-012,11.98916E+000,2.98200E+000,-5.94800E-006,11.98916E+000
1,1,73,-53.60000E-006,14.80000E-012,12.15738E+000,3.02400E+000,2.33900E-006,12.15738E+000
1,1,74,-51.60000E-006,5.10000E-012,12.32674E+000,3.06600E+000,13.10200E-006,12.32674E+000
1,1,75,-55.10000E-006,-18.30000E-012,12.49499E+000,3.10800E+000,14.03900E-006,12.49499E+000
1,1,76,-50.30000E-006,-3.50000E-012,12.66323E+000,3.15000E+000,9.23100E-006,12.66323E+000
1,1,77,-52.00000E-006,-2.10000E-012,12.83176E+000,3.19200E+000,56.00000E-009,12.83176E+000
1,1,78,-55.10000E-006,-4.50000E-012,13.00000E+000,3.23400E+000,-9.11200E-006,13.00000E+000
1,1,79,-49.90000E-006,-12.00000E-012,13.16828E+000,3.27600E+000,-13.34600E-006,13.16828E+000
1,1,80,-52.30000E-006,-14.80000E-012,13.33655E+000,3.31800E+000,-13.54300E-006,13.33655E+000
1,1,81,-54.60000E-006,-18.40000E-012,13.50479E+000,3.36000E+000,-8.50300E-006,13.50479E+000
1,1,82,-49.80000E-006,-8.10000E-012,13.67301E+000,3.40200E+000,-742.00000E-009,13.67301E+000
1,1,83,-56.40000E-006,-2.50000E-012,13.84129E+000,3.44400E+000,8.99200E-006,13.84129E+000
1,1,84,-58.60000E-006,-1.90000E-012,14.00952E+000,3.48600E+000,13.24800E-006,14.00952E+000
1,1,85,-52.70000E-006,12.70000E-012,14.17777E+000,3.52800E+000,13.93300E-006,14.17777E+000
1,1,86,-55.30000E-006,19.80000E-012,14.34606E+000,3.57000E+000,8.87400E-006,14.34606E+000
1,1,87,-54.00000E-006,29.30000E-012,14.51428E+000,3.61200E+000,1.46500E-006,14.51428E+000
1,1,88,-49.40000E-006,20.60000E-012,14.68255E+000,3.65400E+000,-8.50500E-006,14.68255E+000
1,1,89,-53.80000E-006,17.80000E-012,14.85086E+000,3.69600E+000,-13.11400E-006,14.85086E+000
1,1,90,-54.00000E-006,12.70000E-012,15.01908E+000,3.73800E+000,-14.04200E-006,15.01908E+000
1,1,91,-49.00000E-006,20.20000E-012,15.18737E+000,3.78000E+000,-8.90900E-006,15.18737E+000
1,1,92,-53.60000E-006,-4.80000E-012,15.35567E+000,3.82200E+000,-1.32200E-006,15.35567E+000
1,1,93,-53.20000E-006,300.00000E-015,15.52390E+000,3.86400E+000,8.57000E-006,15.52390E+000
1,1,94,-49.60000E-006,2.40000E-012,15.69230E+000,3.90590E+000,13.32700E-006,15.69230E+000
1,1,95,-55.50000E-006,6.80000E-012,15.86059E+000,3.94800E+000,13.53200E-006,15.86059E+000
1,1,96,-56.20000E-006,3.50000E-012,16.02882E+000,3.99000E+000,8.81400E-006,16.02882E+000
1,1,97,-53.80000E-006,9.20000E-012,16.19735E+000,4.03200E+000,-865.00000E-009,16.19735E+000
1,1,98,-58.00000E-006,15.10000E-012,16.36562E+000,4.07400E+000,-9.38400E-006,16.36562E+000
1,1,99,-52.10000E-006,178.90000E-012,16.53396E+000,4.11600E+000,-13.51000E-006,16.53396E+000
1,1,100,-50.30000E-006,15.00000E-012,16.70220E+000,4.15800E+000,-13.84500E-006,16.70220E+000
1,1,101,-54.50000E-006,10.60000E-012,16.87047E+000,4.20000E+000,-7.23400E-006,16.87047E+000
1,1,102,-51.20000E-006,4.50000E-012,17.03876E+000,4.24200E+000,1.30800E-006,17.03876E+000
1,1,103,-50.80000E-006,9.60000E-012,17.20713E+000,4.28400E+000,9.70900E-006,17.20713E+000
1,1,104,-54.60000E-006,13.10000E-012,17.37540E+000,4.32600E+000,13.66900E-006,17.37540E+000
1,1,105,-51.20000E-006,8.10000E-012,17.54383E+000,4.36800E+000,13.24500E-006,17.54383E+000
1,1,106,-51.70000E-006,8.60000E-012,17.71209E+000,4.41000E+000,6.03400E-006,17.71209E+000
1,1,107,-55.20000E-006,9.20000E-012,17.88038E+000,4.45200E+000,-2.67700E-006,17.88038E+000
1,1,108,-53.20000E-006,9.00000E-012,18.04862E+000,4.49400E+000,-9.71800E-006,18.04862E+000
